"osm_id","date_time","link_dir","speed_kmph","n_time","n_day","stores","n_month","highway","road_lt_m","bus_stop"
13769164,"2018-01-01 00:00:00",1,25,"00:00","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
13769164,"2018-01-18 11:30:00",1,10,"11:30","THURSDAY ","OPEN","JANUARY  ","primary",72,"no"
13769164,"2018-01-03 14:45:00",1,21,"14:45","WEDNESDAY","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 00:00:00",1,35,"00:00","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 00:00:00",1,26,"00:00","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 00:15:00",1,22,"00:15","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 00:15:00",1,42,"00:15","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 00:15:00",1,26,"00:15","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 00:15:00",1,27,"00:15","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 00:30:00",1,23,"00:30","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 00:30:00",1,12,"00:30","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 00:30:00",1,15,"00:30","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 00:30:00",1,26,"00:30","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
176665188,"2018-01-01 00:45:00",1,10,"00:45","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 00:45:00",1,4,"00:45","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 00:45:00",1,15,"00:45","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
174019380,"2018-01-01 01:00:00",1,6,"01:00","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 00:45:00",1,18,"00:45","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 01:00:00",1,5,"01:00","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 01:00:00",1,12,"01:00","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
176665188,"2018-01-01 01:15:00",1,9,"01:15","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 01:00:00",1,13,"01:00","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 01:15:00",1,5,"01:15","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 01:15:00",1,8,"01:15","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 01:30:00",1,5,"01:30","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 01:15:00",1,12,"01:15","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 01:30:00",1,4,"01:30","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 01:30:00",1,9,"01:30","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 01:30:00",1,6,"01:30","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 01:45:00",1,9,"01:45","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 01:45:00",1,7,"01:45","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 01:45:00",1,5,"01:45","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 01:45:00",1,5,"01:45","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 02:00:00",1,9,"02:00","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 02:00:00",1,4,"02:00","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 02:00:00",1,11,"02:00","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
174019380,"2018-01-01 02:15:00",1,15,"02:15","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 02:00:00",1,7,"02:00","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 02:15:00",1,8,"02:15","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 02:15:00",1,15,"02:15","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 02:15:00",1,8,"02:15","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 02:30:00",1,6,"02:30","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 02:45:00",1,11,"02:45","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 02:30:00",1,14,"02:30","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 02:30:00",1,9,"02:30","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 02:30:00",1,14,"02:30","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 02:45:00",1,4,"02:45","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 02:45:00",1,7,"02:45","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 03:00:00",1,8,"03:00","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 02:45:00",1,21,"02:45","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 03:00:00",1,10,"03:00","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 03:00:00",1,11,"03:00","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 03:15:00",1,6,"03:15","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 03:00:00",1,28,"03:00","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 03:15:00",1,12,"03:15","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 03:15:00",1,9,"03:15","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 03:30:00",1,19,"03:30","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 03:15:00",1,37,"03:15","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 03:30:00",1,11,"03:30","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 03:30:00",1,9,"03:30","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
174019380,"2018-01-01 03:45:00",1,9,"03:45","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 03:30:00",1,32,"03:30","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 03:45:00",1,9,"03:45","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
13769164,"2018-01-01 04:00:00",1,9,"04:00","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 03:45:00",1,30,"03:45","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 03:45:00",1,32,"03:45","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 04:00:00",1,32,"04:00","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 04:00:00",1,9,"04:00","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 04:00:00",1,37,"04:00","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 04:15:00",1,9,"04:15","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 04:15:00",1,9,"04:15","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 04:15:00",1,33,"04:15","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 04:15:00",1,40,"04:15","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 04:30:00",1,8,"04:30","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 04:30:00",1,6,"04:30","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 04:30:00",1,38,"04:30","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 04:30:00",1,33,"04:30","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
176665188,"2018-01-01 04:45:00",1,29,"04:45","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 04:45:00",1,8,"04:45","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 04:45:00",1,8,"04:45","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
174019380,"2018-01-01 05:00:00",1,8,"05:00","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 04:45:00",1,42,"04:45","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 05:00:00",1,8,"05:00","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
13769164,"2018-01-01 05:15:00",1,13,"05:15","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 05:00:00",1,31,"05:00","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 05:00:00",1,36,"05:00","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 05:15:00",1,14,"05:15","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 05:15:00",1,36,"05:15","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 05:15:00",1,33,"05:15","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 05:30:00",1,14,"05:30","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 05:30:00",1,14,"05:30","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 05:30:00",1,31,"05:30","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 05:45:00",1,13,"05:45","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 05:30:00",1,39,"05:30","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 05:45:00",1,11,"05:45","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 05:45:00",1,33,"05:45","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 06:00:00",1,12,"06:00","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 05:45:00",1,36,"05:45","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 06:00:00",1,31,"06:00","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 06:00:00",1,13,"06:00","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 06:00:00",1,36,"06:00","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 06:15:00",1,15,"06:15","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 06:15:00",1,11,"06:15","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
13769164,"2018-01-01 06:30:00",1,24,"06:30","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 06:15:00",1,27,"06:15","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 06:15:00",1,34,"06:15","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 06:30:00",1,28,"06:30","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 06:30:00",1,37,"06:30","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 06:30:00",1,34,"06:30","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 06:45:00",1,17,"06:45","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 06:45:00",1,17,"06:45","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 06:45:00",1,33,"06:45","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 06:45:00",1,31,"06:45","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 07:00:00",1,18,"07:00","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 07:00:00",1,37,"07:00","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 07:00:00",1,14,"07:00","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 07:15:00",1,22,"07:15","MONDAY   ","CLOSED","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 07:00:00",1,44,"07:00","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 07:15:00",1,39,"07:15","MONDAY   ","CLOSED","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 07:15:00",1,14,"07:15","MONDAY   ","CLOSED","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 07:30:00",1,18,"07:30","MONDAY   ","OPENING","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 07:15:00",1,32,"07:15","MONDAY   ","CLOSED","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 07:30:00",1,21,"07:30","MONDAY   ","OPENING","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 07:30:00",1,33,"07:30","MONDAY   ","OPENING","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 07:30:00",1,37,"07:30","MONDAY   ","OPENING","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 07:45:00",1,56,"07:45","MONDAY   ","OPENING","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 07:45:00",1,27,"07:45","MONDAY   ","OPENING","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 07:45:00",1,26,"07:45","MONDAY   ","OPENING","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 07:45:00",1,36,"07:45","MONDAY   ","OPENING","JANUARY  ","primary",542,"yes"
176665188,"2018-01-01 08:00:00",1,40,"08:00","MONDAY   ","OPENING","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 08:00:00",1,19,"08:00","MONDAY   ","OPENING","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 08:00:00",1,26,"08:00","MONDAY   ","OPENING","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 08:15:00",1,22,"08:15","MONDAY   ","OPENING","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 08:00:00",1,40,"08:00","MONDAY   ","OPENING","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 08:15:00",1,42,"08:15","MONDAY   ","OPENING","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 08:15:00",1,17,"08:15","MONDAY   ","OPENING","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 08:15:00",1,55,"08:15","MONDAY   ","OPENING","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 08:30:00",1,19,"08:30","MONDAY   ","OPENING","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 08:30:00",1,39,"08:30","MONDAY   ","OPENING","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 08:30:00",1,42,"08:30","MONDAY   ","OPENING","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 08:30:00",1,17,"08:30","MONDAY   ","OPENING","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 08:45:00",1,19,"08:45","MONDAY   ","OPENING","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 08:45:00",1,37,"08:45","MONDAY   ","OPENING","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 08:45:00",1,18,"08:45","MONDAY   ","OPENING","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 09:00:00",1,16,"09:00","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 08:45:00",1,44,"08:45","MONDAY   ","OPENING","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 09:00:00",1,20,"09:00","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 09:00:00",1,41,"09:00","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 09:00:00",1,40,"09:00","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 09:15:00",1,1,"09:15","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 09:15:00",1,21,"09:15","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 09:15:00",1,42,"09:15","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 09:30:00",1,7,"09:30","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 09:15:00",1,41,"09:15","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
197107696,"2018-01-01 09:30:00",1,49,"09:30","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 09:30:00",1,26,"09:30","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 09:30:00",1,40,"09:30","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 09:45:00",1,25,"09:45","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 09:45:00",1,23,"09:45","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 09:45:00",1,33,"09:45","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 09:45:00",1,46,"09:45","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 10:00:00",1,31,"10:00","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 10:00:00",1,37,"10:00","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 10:00:00",1,55,"10:00","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 10:00:00",1,24,"10:00","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
174019380,"2018-01-01 10:15:00",1,28,"10:15","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 10:15:00",1,22,"10:15","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 10:15:00",1,42,"10:15","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 10:30:00",1,49,"10:30","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
197107696,"2018-01-01 10:15:00",1,46,"10:15","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 10:30:00",1,26,"10:30","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 10:30:00",1,18,"10:30","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 10:30:00",1,14,"10:30","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 10:45:00",1,14,"10:45","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 10:45:00",1,36,"10:45","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 10:45:00",1,25,"10:45","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 10:45:00",1,14,"10:45","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 11:00:00",1,22,"11:00","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 11:00:00",1,30,"11:00","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 11:00:00",1,23,"11:00","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 11:00:00",1,43,"11:00","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 11:15:00",1,36,"11:15","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 11:15:00",1,26,"11:15","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 11:15:00",1,32,"11:15","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
197107696,"2018-01-01 11:30:00",1,41,"11:30","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
197107696,"2018-01-01 11:15:00",1,39,"11:15","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 11:30:00",1,20,"11:30","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 11:30:00",1,32,"11:30","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 11:30:00",1,29,"11:30","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 11:45:00",1,16,"11:45","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 11:45:00",1,33,"11:45","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 11:45:00",1,25,"11:45","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 12:00:00",1,27,"12:00","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 11:45:00",1,26,"11:45","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 12:00:00",1,20,"12:00","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 12:00:00",1,31,"12:00","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 12:15:00",1,35,"12:15","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 12:00:00",1,43,"12:00","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 12:15:00",1,19,"12:15","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 12:15:00",1,37,"12:15","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 12:15:00",1,25,"12:15","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
176665188,"2018-01-01 12:30:00",1,25,"12:30","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 12:45:00",1,21,"12:45","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 12:30:00",1,31,"12:30","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 12:45:00",1,20,"12:45","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 12:45:00",1,36,"12:45","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 12:45:00",1,27,"12:45","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 13:00:00",1,45,"13:00","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 13:00:00",1,21,"13:00","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 13:00:00",1,31,"13:00","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 13:15:00",1,33,"13:15","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
197107696,"2018-01-01 13:00:00",1,41,"13:00","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
13769164,"2018-01-01 13:15:00",1,38,"13:15","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
174019380,"2018-01-01 13:15:00",1,34,"13:15","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 13:15:00",1,23,"13:15","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 13:30:00",1,10,"13:30","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 13:30:00",1,34,"13:30","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 13:30:00",1,20,"13:30","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 13:45:00",1,14,"13:45","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 13:45:00",1,27,"13:45","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 13:45:00",1,22,"13:45","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 14:00:00",1,34,"14:00","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 13:45:00",1,32,"13:45","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
174019380,"2018-01-01 14:00:00",1,18,"14:00","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 14:15:00",1,27,"14:15","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
176665188,"2018-01-01 14:00:00",1,16,"14:00","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 14:15:00",1,12,"14:15","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
176665188,"2018-01-01 14:15:00",1,22,"14:15","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
13769164,"2018-01-01 14:30:00",1,19,"14:30","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 14:15:00",1,26,"14:15","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 14:30:00",1,25,"14:30","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 14:30:00",1,18,"14:30","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
13769164,"2018-01-01 14:45:00",1,21,"14:45","MONDAY   ","OPEN","JANUARY  ","primary",72,"no"
197107696,"2018-01-01 14:30:00",1,30,"14:30","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
176665188,"2018-01-01 14:45:00",1,27,"14:45","MONDAY   ","OPEN","JANUARY  ","primary",542,"yes"
174019380,"2018-01-01 14:45:00",1,23,"14:45","MONDAY   ","OPEN","JANUARY  ","primary",42,"no"
197107696,"2018-01-01 15:00:00",1,25,"15:00","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
197107696,"2018-01-01 14:45:00",1,34,"14:45","MONDAY   ","OPEN","JANUARY  ",NULL,NULL,NULL
